Switzerland,2022-01-20,51104
Burundi,2022-01-24,62
Panama,2022-01-18,27329
Africa,2022-02-10,1673458
Africa,2022-01-26,1753412
Greece,2022-02-11,35183
Asia,2022-01-24,18745735
Panama,2022-01-27,19956
Isle of Man,2022-01-17,154
Georgia,2022-01-10,6481
Palestine,2022-01-07,3012
Liberia,2022-01-29,1580
Malta,2022-01-01,5965
Turkey,2022-01-17,382790
Iran,2022-02-20,258164
Gibraltar,2022-01-14,124
European Union,2022-01-25,2297168
Botswana,2022-02-07,2733
Low income,2022-02-16,191709
Finland,2022-01-02,38782
Algeria,2022-01-11,20770
Comoros,2022-01-09,609
Turks and Caicos Islands,2022-01-05,122
Bulgaria,2022-01-15,21922
Switzerland,2022-01-25,38540
Bermuda,2022-01-27,546
Timor,2022-01-23,1465
Slovakia,2022-01-05,25782
Wales,2022-01-15,11733
Ireland,2022-01-20,19015
North Macedonia,2022-01-25,1128
Tonga,2022-01-17,94
Moldova,2022-02-14,5897
Venezuela,2022-01-28,126261
Montenegro,2022-01-08,595
Gambia,2022-01-05,2299
Ghana,2022-01-25,84487
Comoros,2022-01-31,3116
Canada,2022-01-23,296999
Italy,2022-02-18,170569
Iraq,2022-01-23,47769
Honduras,2022-01-13,10738
Zimbabwe,2022-01-28,10201
Uruguay,2022-02-20,4251
Romania,2022-01-06,19212
Togo,2022-01-17,4897
Georgia,2022-01-04,4656
Colombia,2022-01-17,278525
Madagascar,2022-01-08,6823
Italy,2022-02-19,158970
Asia,2022-02-06,11639446
Tunisia,2022-02-07,9380
Oceania,2022-01-23,335636
Hungary,2022-01-20,25941
Cayman Islands,2022-01-28,120
England,2022-02-15,54050
Aruba,2022-02-03,65
World,2022-02-11,22178845
Kiribati,2022-01-19,330
Cook Islands,2022-01-21,5
Jamaica,2022-01-02,1707
Iceland,2022-01-26,2000
South Korea,2022-01-21,331202
Anguilla,2022-02-07,27
Sweden,2022-01-19,71862
Guinea,2022-01-19,162951
Libya,2022-01-18,9830
Slovakia,2022-01-24,12732
Qatar,2022-01-22,25701
Slovakia,2022-01-27,9849
Guatemala,2022-02-01,53857
Latvia,2022-01-03,5994
Madagascar,2022-01-27,5727
Seychelles,2022-01-15,347
Germany,2022-01-19,575512
Belarus,2022-01-24,53614
Serbia,2022-01-12,2795
North America,2022-01-10,2402178
Cape Verde,2022-01-13,2607
Vietnam,2022-01-05,1047814
Jordan,2022-01-30,15517
Indonesia,2022-02-04,1252137
Saint Vincent and the Grenadines,2022-01-30,130
Solomon Islands,2022-01-15,760
Wallis and Futuna,2022-01-02,7
Ireland,2022-01-27,9079
Kiribati,2022-02-02,330
Turks and Caicos Islands,2022-01-20,122
Zambia,2022-01-12,26720
Mongolia,2022-02-11,729
Belgium,2022-01-09,125832
Cayman Islands,2022-01-19,189
Singapore,2022-01-29,32403
World,2022-01-16,35257194
Brazil,2022-02-13,1212875
Grenada,2022-02-10,61
Sri Lanka,2022-01-07,34227
Brazil,2022-01-28,1286679
Morocco,2022-01-24,56505
Barbados,2022-01-13,388
Benin,2022-01-05,17207
Kyrgyzstan,2022-02-08,7304
Peru,2022-01-05,177651
Bangladesh,2022-01-07,829757
Gibraltar,2022-01-19,126
Laos,2022-02-11,48048
High income,2022-01-30,4562997
Wallis and Futuna,2022-01-12,7
Tajikistan,2022-01-05,51396
Sint Maarten (Dutch part),2022-01-03,15
Papua New Guinea,2022-01-05,487
North Macedonia,2022-02-02,1060
World,2022-01-19,30186553
Cook Islands,2022-01-02,14
Europe,2022-01-16,3965611
Iraq,2022-02-03,41213
Peru,2022-02-15,88853
Kazakhstan,2022-01-30,18049
New Zealand,2022-01-29,59915
Morocco,2022-01-23,61625
Pakistan,2022-02-12,2081187
Malawi,2022-02-11,1106
Croatia,2022-01-22,12103
Germany,2022-02-14,181675
Iran,2022-02-14,325881
Zimbabwe,2022-01-22,12879
Vietnam,2022-01-04,1060625
Thailand,2022-01-04,159623
European Union,2022-02-13,1049284
Scotland,2022-01-31,8772
Wales,2022-01-30,4734
Estonia,2022-01-17,4585
Uruguay,2022-02-18,4274
Hungary,2022-01-16,26242
Georgia,2022-01-03,5586
Guatemala,2022-01-13,94676
Slovakia,2022-02-09,3827
Panama,2022-01-23,24311
Fiji,2022-02-12,315
Sri Lanka,2022-01-03,102129
Netherlands,2022-01-24,60226
Angola,2022-01-21,139392
European Union,2022-01-30,1963234
Slovenia,2022-02-12,1901
Serbia,2022-01-27,4200
Oceania,2022-01-16,321503
Uruguay,2022-02-12,7273
Tonga,2022-01-02,436
Qatar,2022-02-14,17213
Brazil,2022-01-04,434515
Uganda,2022-02-03,148503
Asia,2022-01-13,26073938
Nicaragua,2022-01-23,37289
Hungary,2022-01-10,25552
Botswana,2022-01-16,2733
Angola,2022-02-04,83460
Myanmar,2022-01-21,182257
Iceland,2022-01-24,2285
Slovakia,2022-02-02,5916
Thailand,2022-02-16,234827
Suriname,2022-01-09,369
Gibraltar,2022-01-29,95
North Macedonia,2022-01-10,1615
Bahrain,2022-01-21,3422
Croatia,2022-02-18,3070
Hungary,2022-02-14,8572
British Virgin Islands,2022-01-30,6
Sint Maarten (Dutch part),2022-01-18,451
Mali,2022-01-27,
Bosnia and Herzegovina,2022-01-21,4315
New Zealand,2022-01-25,55264
Slovakia,2022-02-06,4514
Eswatini,2022-01-24,3021
Madagascar,2022-01-21,5727
Poland,2022-01-21,162504
Kenya,2022-02-04,182281
Ireland,2022-01-18,24168
Zambia,2022-01-15,29840
Belize,2022-02-02,661
Belize,2022-01-09,477
Angola,2022-01-17,124250
Moldova,2022-01-18,6207
Bangladesh,2022-02-01,1022933
Timor,2022-02-15,756
World,2022-01-09,33135728
Bolivia,2022-01-16,69395
Finland,2022-01-17,32176
Libya,2022-02-07,9809
Scotland,2022-02-10,5885
Albania,2022-02-03,16309
Solomon Islands,2022-01-08,726
Austria,2022-01-07,41997
Faeroe Islands,2022-01-06,319
World,2022-01-10,36970856
India,2022-01-20,6630581
Algeria,2022-02-05,16222
Pakistan,2022-01-20,661152
Malaysia,2022-02-14,154981
Russia,2022-01-27,301003
Uzbekistan,2022-02-05,87084
Cote d'Ivoire,2022-01-15,14152
Poland,2022-01-16,191870
Cambodia,2022-01-19,132709
Comoros,2022-01-17,609
Indonesia,2022-02-12,1252137
Barbados,2022-01-24,120
Greece,2022-02-19,23510
High income,2022-02-06,3594270
Peru,2022-02-07,110501
Bulgaria,2022-01-12,24705
Jersey,2022-01-09,543
Poland,2022-01-24,154161
Bhutan,2022-01-17,4968
Iceland,2022-01-08,923
Cape Verde,2022-01-06,968
Saint Lucia,2022-01-09,108
Macao,2022-01-18,2616
El Salvador,2022-01-22,12914
Latvia,2022-02-10,3020
Russia,2022-01-22,304067
Bangladesh,2022-01-22,1591991
Nepal,2022-02-02,312672
Iran,2022-01-17,506338
Montserrat,2022-01-18,42
Singapore,2022-01-30,30781
Australia,2022-01-05,123642
Saint Kitts and Nevis,2022-02-12,220
Zimbabwe,2022-01-03,10575
South Sudan,2022-01-01,810
Paraguay,2022-02-11,26504
Syria,2022-01-22,2829
Estonia,2022-01-20,3983
Moldova,2022-01-21,6802
Africa,2022-02-01,1089672
India,2022-01-25,7758004
South Africa,2022-01-08,48670
Chad,2022-01-31,1234
European Union,2022-01-04,2328523
Angola,2022-01-05,31461
Northern Ireland,2022-02-19,2030
Comoros,2022-01-27,609
Mauritania,2022-02-02,4508
South Sudan,2022-01-11,970
Lebanon,2022-02-03,13633
Luxembourg,2022-01-13,6538
Mauritania,2022-02-05,4508
Sint Maarten (Dutch part),2022-01-11,516
Lithuania,2022-02-08,2033
Lower middle income,2022-01-27,11280811
Cyprus,2022-01-28,3177
Anguilla,2022-01-10,21
Sri Lanka,2022-02-13,56803
Kyrgyzstan,2022-01-02,5198
Yemen,2022-02-13,1669
Finland,2022-02-01,46440
Saint Vincent and the Grenadines,2022-01-29,114
Canada,2022-01-22,302170
Russia,2022-01-10,118698
Chad,2022-01-14,2544
India,2022-02-03,6057863
Iran,2022-02-05,537174
Latvia,2022-02-15,2563
Switzerland,2022-02-02,21139
Estonia,2022-01-16,4665
Lower middle income,2022-02-02,9393298
Niger,2022-01-10,18757
Chile,2022-02-07,54001
Sri Lanka,2022-01-30,71566
Liberia,2022-01-03,11591
Nigeria,2022-01-12,250175
Turkey,2022-02-16,142511
Libya,2022-02-12,10245
Mexico,2022-02-03,405401
France,2022-01-12,606194
Laos,2022-01-01,35334
Bangladesh,2022-01-21,1821961
Lower middle income,2022-01-29,10275379
Benin,2022-01-15,16074
Vietnam,2022-01-12,1089549
Turks and Caicos Islands,2022-01-23,122
Oman,2022-01-12,11708
South Korea,2022-01-23,321550
Cook Islands,2022-02-13,6
Malaysia,2022-02-16,154707
Seychelles,2022-01-18,347
Africa,2022-01-01,2176703
Belgium,2022-02-08,28982
Taiwan,2022-02-13,235037
Oceania,2022-01-09,225183
Mozambique,2022-01-30,57322
Australia,2022-02-07,206802
Bahrain,2022-01-22,3143
Argentina,2022-01-18,322648
Fiji,2022-02-10,279
Niger,2022-01-24,972
Slovenia,2022-01-18,7950
China,2022-01-21,4527714
Nauru,2022-01-02,2
Scotland,2022-01-20,16095
India,2022-02-19,4013738
Saint Vincent and the Grenadines,2022-01-28,98
Montenegro,2022-01-07,722
Low income,2022-02-20,979623
France,2022-01-27,279408
Uganda,2022-01-31,38994
Cote d'Ivoire,2022-01-22,10252
Czechia,2022-01-20,49821
Saudi Arabia,2022-02-10,155374
Mozambique,2022-02-17,
Croatia,2022-01-02,12066
Bermuda,2022-02-17,105
Samoa,2022-02-12,401
Indonesia,2022-01-28,1252137
Colombia,2022-01-16,261404
Senegal,2022-01-13,4472
Argentina,2022-01-21,369693
Georgia,2022-01-27,7387
England,2022-02-05,65460
Curacao,2022-01-09,1628
Oman,2022-02-02,15242
Maldives,2022-02-06,2727
Sao Tome and Principe,2022-01-07,384
Saint Lucia,2022-01-13,136
Eswatini,2022-01-20,3302
South America,2022-02-10,2211691
Nicaragua,2022-01-12,28398
Guinea-Bissau,2022-02-14,9601
North Macedonia,2022-02-08,959
Taiwan,2022-01-16,295572
Venezuela,2022-02-04,229940
Chile,2022-01-03,129455
Tajikistan,2022-01-15,65092
Romania,2022-02-08,12879
El Salvador,2022-02-05,8818
Switzerland,2022-02-07,14921
Iceland,2022-01-16,3358
Syria,2022-01-28,2829
Cayman Islands,2022-01-11,198
Cote d'Ivoire,2022-01-11,19790
Argentina,2022-01-09,423109
Samoa,2022-02-01,401
San Marino,2022-01-15,219
Sri Lanka,2022-01-31,76144
Algeria,2022-01-19,16222
Oceania,2022-01-11,283792
Austria,2022-02-05,26212
Oceania,2022-01-04,127752
Germany,2022-02-16,156566
Mozambique,2022-01-18,226094
South America,2022-01-15,2148006
Finland,2022-01-11,64540
Finland,2022-02-20,7785
Tajikistan,2022-01-25,31090
Sudan,2022-01-15,8915
Mongolia,2022-02-04,706
Thailand,2022-02-08,266270
Norway,2022-02-13,9297
Pakistan,2022-01-11,535435
Oceania,2022-01-18,328335
Paraguay,2022-01-17,23690
New Caledonia,2022-02-07,91
Finland,2022-01-20,32017
Iraq,2022-01-07,36502
Malawi,2022-01-31,1660
Vanuatu,2022-01-21,736
Suriname,2022-02-15,141
Sudan,2022-01-14,8915
Papua New Guinea,2022-02-06,924
Zimbabwe,2022-02-12,8741
Rwanda,2022-01-05,127901
European Union,2022-02-03,1636127
Estonia,2022-02-19,1070
Kazakhstan,2022-01-03,16873
Cote d'Ivoire,2022-01-04,73840
Antigua and Barbuda,2022-01-31,42
Guyana,2022-02-10,1428
Australia,2022-01-02,80616
Macao,2022-01-24,2597
Panama,2022-02-04,15698
Cayman Islands,2022-01-03,226
Mexico,2022-01-24,666554
Israel,2022-01-29,10690
Armenia,2022-01-25,10429
Zambia,2022-01-07,19910
Egypt,2022-02-09,249547
Latvia,2022-01-19,8317
Ukraine,2022-02-04,60040
Nicaragua,2022-02-06,25309
Chad,2022-01-09,2544
Laos,2022-01-30,48048
Lithuania,2022-02-20,892
Belarus,2022-01-11,43695
Samoa,2022-01-21,194
Bangladesh,2022-02-02,957674
Belgium,2022-02-14,33732
Myanmar,2022-02-06,98972
Tunisia,2022-01-13,17636
Cote d'Ivoire,2022-01-19,10513
Montserrat,2022-01-09,18
Democratic Republic of Congo,2022-01-23,4465
Mali,2022-01-10,57073
Finland,2022-01-31,51589
Northern Ireland,2022-02-02,2309
Guernsey,2022-01-30,69
Dominican Republic,2022-01-20,22499
Azerbaijan,2022-01-04,12957
Isle of Man,2022-02-06,107
Cambodia,2022-01-08,48211
Georgia,2022-01-31,9121
North Macedonia,2022-02-06,969
Canada,2022-01-27,269614
Ghana,2022-01-03,59476
Germany,2022-02-10,209420
Sri Lanka,2022-02-11,78286
Uganda,2022-02-07,294514
Trinidad and Tobago,2022-01-22,1895
North America,2022-02-19,1050924
Sierra Leone,2022-01-23,32362
Bangladesh,2022-02-18,957674
Hungary,2022-01-11,25667
Upper middle income,2022-02-07,5145852
Azerbaijan,2022-01-31,26703
Trinidad and Tobago,2022-01-14,3204
Greenland,2022-01-07,26
Nicaragua,2022-01-10,25725
Laos,2022-01-10,35334
Guernsey,2022-01-16,177
Curacao,2022-01-16,782
Djibouti,2022-01-13,608
Trinidad and Tobago,2022-02-07,1687
Papua New Guinea,2022-01-10,623
Croatia,2022-01-31,6927
British Virgin Islands,2022-01-10,17
Iran,2022-01-29,398808
Philippines,2022-01-27,449728
Uganda,2022-01-02,136612
World,2022-01-29,25315841
Kosovo,2022-01-11,2986
Qatar,2022-02-20,16716
Solomon Islands,2022-01-26,1156
Niger,2022-01-05,18757
Guinea-Bissau,2022-01-16,140
Bangladesh,2022-01-01,829757
Dominica,2022-01-10,85
Croatia,2022-01-10,15253
Greenland,2022-02-07,12
Georgia,2022-02-09,3966
Jersey,2022-01-21,218
Iran,2022-02-11,380181
Gibraltar,2022-01-26,110
Jamaica,2022-02-07,2413
Pakistan,2022-02-16,1897034
Montenegro,2022-01-23,631
Iran,2022-01-07,436165
Georgia,2022-01-15,8300
Saudi Arabia,2022-01-22,148404
Tunisia,2022-01-20,20541
Fiji,2022-01-22,173
Burkina Faso,2022-01-09,8347
Timor,2022-01-10,1172
Switzerland,2022-01-30,27786
Anguilla,2022-01-15,22
France,2022-02-07,207125
South Sudan,2022-01-27,2834
Saint Kitts and Nevis,2022-01-22,55
Senegal,2022-01-22,4472
Poland,2022-01-17,188813
Australia,2022-01-31,219391
Suriname,2022-01-26,165
Estonia,2022-02-06,1831
Isle of Man,2022-02-02,114
Greece,2022-01-15,77109
Lebanon,2022-02-02,12863
Finland,2022-01-18,26376
Bahrain,2022-01-16,4492
Sweden,2022-02-01,63080
Europe,2022-02-01,2456243
Malta,2022-01-25,3061
Canada,2022-01-06,277600
Bulgaria,2022-02-03,7558
Suriname,2022-02-16,137
Vietnam,2022-02-05,151858
Mali,2022-01-05,19049
Slovakia,2022-01-13,21192
Faeroe Islands,2022-01-22,189
Turks and Caicos Islands,2022-01-10,122
French Polynesia,2022-01-19,650
Peru,2022-01-19,191128
India,2022-02-12,4313445
Russia,2022-01-08,66419
Hungary,2022-02-01,22101
Greenland,2022-01-28,14
Mongolia,2022-01-22,4885
Switzerland,2022-01-12,67970
Tunisia,2022-01-28,10986
Zambia,2022-02-08,15475
Spain,2022-02-07,118357
South Africa,2022-01-29,62175
Angola,2022-01-04,36937
Ukraine,2022-01-07,45065
Venezuela,2022-02-03,215129
Romania,2022-01-18,18769
Low income,2022-01-28,405463
Trinidad and Tobago,2022-02-12,1520
Montserrat,2022-02-06,8
Costa Rica,2022-01-14,18868
Taiwan,2022-01-06,46098
Asia,2022-02-19,19433984
Montenegro,2022-01-29,477
Nauru,2022-01-15,0
Chile,2022-01-02,126988
Hungary,2022-01-08,21208
Latvia,2022-01-26,6335
Libya,2022-02-11,9958
Slovenia,2022-02-18,1482
Greece,2022-02-06,37340
Solomon Islands,2022-01-14,760
Nicaragua,2022-01-04,23477
Norway,2022-01-12,54097
Australia,2022-01-20,281928
Georgia,2022-01-01,8904
Central African Republic,2022-02-06,7365
Fiji,2022-01-09,351
Botswana,2022-01-07,2733
Kiribati,2022-01-05,694
Haiti,2022-02-13,453
Uzbekistan,2022-01-10,90532
Central African Republic,2022-01-04,3596
Sierra Leone,2022-01-18,32362
Nepal,2022-01-31,282557
British Virgin Islands,2022-01-17,23
Bhutan,2022-01-22,29022
Guatemala,2022-01-14,95485
Mauritania,2022-01-30,4654
Saint Vincent and the Grenadines,2022-01-02,80
Saudi Arabia,2022-01-16,185855
United Arab Emirates,2022-01-26,37737
Vietnam,2022-01-23,1090513
Zimbabwe,2022-01-10,12609
European Union,2022-02-01,1791928
Qatar,2022-01-05,8285
Paraguay,2022-01-10,27987
European Union,2022-01-07,2778839
Suriname,2022-02-02,277
Saudi Arabia,2022-01-15,190585
Switzerland,2022-01-14,65067
United Arab Emirates,2022-01-24,33046
Thailand,2022-02-17,232738
Faeroe Islands,2022-02-07,50
Grenada,2022-01-19,145
Ireland,2022-01-29,8526
Nicaragua,2022-01-20,37999
Tonga,2022-01-14,145
Israel,2022-01-01,22736
Algeria,2022-01-18,16222
Japan,2022-01-20,154131
Cameroon,2022-01-12,254
Guatemala,2022-02-13,47436
Montserrat,2022-02-01,10
Tanzania,2022-02-17,
Guernsey,2022-01-10,425
Namibia,2022-01-21,908
Dominican Republic,2022-02-08,23947
Solomon Islands,2022-01-31,997
British Virgin Islands,2022-01-15,23
Japan,2022-01-28,250387
Turkey,2022-02-17,136279
Denmark,2022-01-27,16189
Colombia,2022-01-20,269438
Zambia,2022-01-31,13566
Chile,2022-01-15,85160
Denmark,2022-02-07,5247
Morocco,2022-01-10,71673
India,2022-01-21,7590638
Sri Lanka,2022-01-17,88504
Mozambique,2022-01-29,68786
Denmark,2022-02-11,4081
Lower middle income,2022-01-24,13275438
Northern Ireland,2022-02-07,2204
Wallis and Futuna,2022-01-18,6
Gabon,2022-01-16,3128
El Salvador,2022-02-14,6743
Papua New Guinea,2022-01-26,693
Argentina,2022-02-02,333133
United States,2022-01-31,639714
Kiribati,2022-01-22,330
Upper middle income,2022-02-19,9250736
Denmark,2022-02-13,3825
Poland,2022-02-07,88832
Ethiopia,2022-01-07,5711
Thailand,2022-01-18,456887
Faeroe Islands,2022-01-02,410
Afghanistan,2022-01-01,16935
Chile,2022-01-28,60588
Sao Tome and Principe,2022-01-15,384
New Zealand,2022-01-03,11566
Slovenia,2022-02-13,1899
Belarus,2022-01-20,56832
Europe,2022-01-29,2573976
Iceland,2022-01-03,471
Taiwan,2022-02-01,167245
Brunei,2022-01-16,3143
Switzerland,2022-02-05,16225
Guinea,2022-01-25,22344
Sint Maarten (Dutch part),2022-01-26,83
Antigua and Barbuda,2022-01-05,34
Jamaica,2022-01-21,3712
Slovakia,2022-02-10,3598
Sri Lanka,2022-02-16,48718
Norway,2022-02-07,14598
Cambodia,2022-01-26,106755
Vietnam,2022-01-16,1073987
India,2022-02-20,3642105
Slovakia,2022-01-20,15791
Canada,2022-01-20,323491
Timor,2022-01-31,823
Comoros,2022-01-12,609
Bermuda,2022-01-21,184
World,2022-01-02,32391144
Singapore,2022-01-02,40923
Tajikistan,2022-01-19,47841
Nigeria,2022-01-22,223861
Democratic Republic of Congo,2022-01-15,4403
Rwanda,2022-01-09,127901
Saint Vincent and the Grenadines,2022-01-21,82
Serbia,2022-02-11,3302
Ecuador,2022-01-15,110515
Estonia,2022-01-03,3397
Mauritania,2022-01-08,24178
Sint Maarten (Dutch part),2022-02-09,59
Paraguay,2022-01-31,17195
Jamaica,2022-01-06,2260
Cyprus,2022-01-27,3434
Liberia,2022-01-15,1580
Timor,2022-01-13,1187
World,2022-01-21,29845021
Nigeria,2022-01-24,205058
Slovenia,2022-02-06,3038
Kuwait,2022-01-29,12237
Palestine,2022-01-03,3012
Europe,2022-02-06,1896291
Chad,2022-02-17,
North Macedonia,2022-01-23,1128
Malta,2022-02-16,1103
Israel,2022-01-23,19523
Guinea,2022-01-14,914
Zambia,2022-01-29,14479
Europe,2022-01-11,3898839
England,2022-01-14,161871
Finland,2022-01-30,43611
British Virgin Islands,2022-01-16,23
Peru,2022-02-02,112626
Bangladesh,2022-01-28,890031
Serbia,2022-01-05,5861
Uruguay,2022-02-05,10917
Guinea-Bissau,2022-01-12,118
Croatia,2022-02-19,2986
Ukraine,2022-01-09,51825
Norway,2022-02-10,9972
Nicaragua,2022-02-16,24081
Croatia,2022-02-15,3535
Kyrgyzstan,2022-01-11,5615
Bulgaria,2022-01-30,8594
Yemen,2022-02-01,2366
Vanuatu,2022-01-31,399
Switzerland,2022-01-02,44462
Argentina,2022-01-17,358954
Lithuania,2022-01-28,5408
Niger,2022-01-25,972
Haiti,2022-01-10,251
High income,2022-02-14,3290478
Turks and Caicos Islands,2022-01-02,122
Senegal,2022-01-06,459
Botswana,2022-01-10,2733
England,2022-01-18,118387
Africa,2022-01-24,2155127
Turks and Caicos Islands,2022-01-03,122
Poland,2022-01-31,123353
Guinea-Bissau,2022-01-31,1433
San Marino,2022-01-18,264
Samoa,2022-01-31,401
Trinidad and Tobago,2022-01-30,1908
Ukraine,2022-01-15,78446
Morocco,2022-01-13,61464
Syria,2022-02-04,2829
Lebanon,2022-01-09,26216
Cote d'Ivoire,2022-02-07,65578
Saint Lucia,2022-01-24,88
Montserrat,2022-01-28,16
Iraq,2022-01-11,50343
Haiti,2022-02-03,1180
Burundi,2022-02-04,65
Philippines,2022-02-09,333347
Uzbekistan,2022-01-28,3947
United States,2022-01-05,952774
Costa Rica,2022-01-05,18182
